Salário,Idade,Formação,Sexo,Raça
6194.27,36,Graduação,Feminino,Branco
5249.27,47,Graduação,Masculino,Negro
12664.66,29,Pós-Graduação,Masculino,Branco
7194.16,18,Mestrado,Feminino,Pardo
6150.32,51,Graduação,Feminino,Indígena
5849.58,49,Graduação,Masculino,Branco
1835.66,50,Ensino Fundamental,Feminino,Negro
6384.69,63,Graduação,Feminino,Pardo
14321.43,34,Mestrado,Masculino,Pardo
6847.22,62,Graduação,Feminino,Branco
7935.53,58,Graduação,Feminino,Branco
12341.74,36,Mestrado,Masculino,Negro
7010.29,26,Graduação,Masculino,Branco
6478.43,28,Graduação,Feminino,Pardo
2941.62,48,Ensino Médio,Masculino,Branco
3174.72,27,Ensino Médio,Masculino,Pardo
5892.19,42,Graduação,Feminino,Pardo
9968.83,37,Mestrado,Feminino,Branco
4226.32,43,Ensino Médio,Feminino,Branco
3323.27,51,Ensino Médio,Masculino,Negro
1923.62,44,Ensino Fundamental,Feminino,Branco
5741.36,50,Graduação,Feminino,Branco
4669.59,63,Graduação,Masculino,Negro
12119.35,18,Mestrado,Feminino,Branco
13096.19,43,Mestrado,Feminino,Branco
17564.2,39,Doutorado,Feminino,Branco
8433.91,40,Doutorado,Feminino,Pardo
9782.78,18,Pós-Graduação,Masculino,Asiático
4878.2,42,Graduação,Feminino,Branco
6384.12,33,Graduação,Masculino,Branco
2333.44,48,Ensino Fundamental,Masculino,Negro
8719.27,70,Graduação,Feminino,Branco
4361.04,26,Graduação,Feminino,Branco
8354.97,44,Graduação,Masculino,Negro
7152.27,18,Graduação,Feminino,Branco
5682.18,41,Graduação,Feminino,Negro
11855.89,51,Doutorado,Masculino,Asiático
2899.95,45,Ensino Médio,Masculino,Negro
4793.69,56,Graduação,Feminino,Branco
5112.91,48,Graduação,Masculino,Branco
3984.75,19,Graduação,Masculino,Negro
4428.29,62,Ensino Médio,Masculino,Branco
10324.67,22,Pós-Graduação,Masculino,Asiático
5645.82,62,Graduação,Masculino,Asiático
8295.11,48,Pós-Graduação,Feminino,Branco
6412.23,44,Graduação,Feminino,Branco
11916.0,60,Mestrado,Feminino,Pardo
2760.9,46,Ensino Médio,Feminino,Branco
9505.41,51,Pós-Graduação,Masculino,Negro
6706.05,42,Graduação,Masculino,Asiático
2196.79,32,Ensino Médio,Feminino,Indígena
6522.1,27,Graduação,Feminino,Branco
15637.99,65,Doutorado,Feminino,Branco
11558.21,58,Pós-Graduação,Masculino,Branco
1916.65,38,Ensino Fundamental,Masculino,Negro
9769.0,32,Pós-Graduação,Feminino,Branco
4742.9,59,Ensino Médio,Masculino,Branco
10417.32,51,Graduação,Masculino,Branco
3247.4,52,Ensino Médio,Feminino,Pardo
5605.71,55,Graduação,Feminino,Negro
10709.44,54,Pós-Graduação,Masculino,Negro
11849.9,63,Pós-Graduação,Masculino,Branco
4252.05,50,Graduação,Feminino,Negro
3451.57,24,Ensino Médio,Masculino,Branco
5940.05,35,Graduação,Feminino,Branco
9806.06,46,Pós-Graduação,Feminino,Branco
3567.8,44,Ensino Médio,Feminino,Branco
3734.04,49,Ensino Médio,Feminino,Asiático
7878.91,40,Mestrado,Masculino,Negro
4891.0,22,Graduação,Masculino,Negro
8746.48,43,Graduação,Feminino,Asiático
2412.57,18,Ensino Médio,Feminino,Pardo
1990.3,19,Ensino Médio,Feminino,Pardo
7692.42,46,Graduação,Masculino,Branco
5269.84,28,Graduação,Feminino,Branco
3065.69,34,Ensino Médio,Feminino,Branco
3796.88,45,Ensino Médio,Feminino,Negro
3011.51,33,Ensino Médio,Feminino,Pardo
3076.4,44,Graduação,Feminino,Branco
6536.31,54,Graduação,Feminino,Branco
10111.91,29,Pós-Graduação,Masculino,Branco
3654.34,33,Graduação,Masculino,Pardo
3393.95,47,Ensino Médio,Feminino,Pardo
8892.84,34,Pós-Graduação,Masculino,Pardo
2378.94,47,Ensino Fundamental,Feminino,Branco
6380.27,46,Graduação,Feminino,Branco
5681.79,36,Graduação,Feminino,Negro
9218.42,55,Pós-Graduação,Masculino,Branco
2051.05,25,Ensino Médio,Masculino,Indígena
4101.9,47,Ensino Médio,Masculino,Branco
11869.79,18,Mestrado,Feminino,Pardo
7884.77,41,Pós-Graduação,Feminino,Pardo
2130.45,40,Ensino Médio,Masculino,Branco
6963.84,25,Graduação,Masculino,Branco
15802.59,58,Mestrado,Masculino,Branco
9129.76,26,Pós-Graduação,Feminino,Asiático
2640.63,35,Ensino Médio,Masculino,Indígena
16342.5,54,Doutorado,Feminino,Branco
15984.96,42,Doutorado,Masculino,Branco
7369.07,35,Graduação,Masculino,Negro
12377.66,32,Pós-Graduação,Masculino,Pardo
2790.84,40,Ensino Médio,Feminino,Branco
9722.99,35,Pós-Graduação,Masculino,Branco
4907.62,41,Graduação,Masculino,Branco
1507.63,32,Ensino Fundamental,Masculino,Pardo
9320.16,50,Pós-Graduação,Masculino,Negro
4570.23,32,Graduação,Feminino,Pardo
2485.83,22,Ensino Médio,Feminino,Pardo
3739.93,70,Ensino Médio,Masculino,Pardo
3435.86,52,Ensino Médio,Masculino,Pardo
2704.15,31,Ensino Médio,Feminino,Branco
5420.4,29,Pós-Graduação,Feminino,Indígena
6655.16,48,Graduação,Masculino,Branco
2565.23,32,Ensino Médio,Feminino,Branco
3092.91,52,Graduação,Feminino,Pardo
3549.72,46,Ensino Médio,Feminino,Branco
3696.46,43,Ensino Médio,Feminino,Asiático
6004.06,42,Graduação,Feminino,Branco
4125.09,57,Ensino Médio,Feminino,Branco
3850.47,37,Ensino Médio,Masculino,Branco
7087.64,41,Graduação,Feminino,Asiático
13734.9,30,Doutorado,Masculino,Negro
11240.9,47,Doutorado,Masculino,Negro
14327.4,29,Doutorado,Feminino,Branco
3967.14,54,Ensino Médio,Masculino,Branco
11357.01,55,Mestrado,Feminino,Branco
5196.91,20,Graduação,Feminino,Branco
11084.74,52,Mestrado,Masculino,Pardo
12591.77,25,Mestrado,Masculino,Pardo
5906.11,34,Graduação,Feminino,Negro
3273.44,39,Ensino Médio,Feminino,Branco
11431.13,34,Doutorado,Feminino,Negro
6377.94,35,Pós-Graduação,Feminino,Branco
4103.85,49,Graduação,Masculino,Branco
2824.0,52,Graduação,Masculino,Branco
10260.85,38,Pós-Graduação,Feminino,Branco
4610.31,39,Graduação,Masculino,Branco
5523.7,47,Graduação,Feminino,Branco
5525.07,27,Graduação,Feminino,Branco
9759.59,40,Doutorado,Masculino,Negro
6433.59,37,Graduação,Masculino,Negro
3953.5,43,Ensino Médio,Feminino,Pardo
5783.66,26,Graduação,Masculino,Branco
12847.44,44,Doutorado,Feminino,Indígena
6306.04,43,Pós-Graduação,Masculino,Negro
4069.45,63,Ensino Médio,Masculino,Pardo
6879.08,24,Graduação,Masculino,Branco
5493.59,67,Ensino Médio,Masculino,Asiático
7211.3,63,Graduação,Masculino,Branco
9183.62,55,Graduação,Masculino,Branco
2520.7,33,Ensino Médio,Feminino,Branco
3522.12,51,Ensino Médio,Feminino,Pardo
1710.18,19,Graduação,Masculino,Pardo
6076.19,18,Pós-Graduação,Feminino,Branco
9974.33,33,Pós-Graduação,Masculino,Pardo
8619.5,28,Mestrado,Masculino,Branco
2314.62,18,Ensino Médio,Masculino,Pardo
3901.26,59,Ensino Médio,Feminino,Pardo
3322.2,31,Ensino Médio,Masculino,Branco
7646.38,45,Graduação,Masculino,Pardo
5379.59,70,Ensino Médio,Masculino,Branco
6688.56,38,Pós-Graduação,Feminino,Indígena
7126.54,24,Mestrado,Feminino,Negro
7375.34,62,Pós-Graduação,Feminino,Pardo
5843.42,38,Graduação,Feminino,Branco
5927.65,50,Graduação,Feminino,Pardo
1200.0,18,Ensino Fundamental,Feminino,Negro
4277.82,43,Ensino Médio,Masculino,Pardo
6218.18,39,Graduação,Feminino,Branco
2558.91,35,Ensino Médio,Masculino,Negro
6158.56,51,Graduação,Masculino,Pardo
3338.04,31,Ensino Médio,Feminino,Branco
10475.81,36,Mestrado,Feminino,Branco
5838.57,41,Graduação,Masculino,Negro
6869.98,50,Graduação,Feminino,Negro
3971.23,37,Ensino Médio,Masculino,Negro
8118.36,38,Mestrado,Masculino,Branco
11830.37,38,Pós-Graduação,Masculino,Branco
8893.79,37,Graduação,Masculino,Branco
4503.68,24,Graduação,Feminino,Branco
7031.26,49,Graduação,Feminino,Negro
7417.31,49,Mestrado,Masculino,Pardo
7517.79,20,Mestrado,Masculino,Branco
1874.06,34,Ensino Médio,Masculino,Pardo
15425.16,55,Mestrado,Masculino,Branco
3663.56,41,Ensino Médio,Masculino,Branco
6478.82,36,Mestrado,Feminino,Branco
11498.37,26,Mestrado,Masculino,Pardo
3906.87,55,Ensino Médio,Masculino,Negro
4692.59,31,Graduação,Feminino,Branco
4690.93,48,Ensino Médio,Feminino,Branco
4027.65,63,Ensino Médio,Masculino,Pardo
6746.64,41,Graduação,Feminino,Asiático
5830.72,57,Graduação,Masculino,Branco
3683.37,45,Graduação,Feminino,Branco
7138.56,52,Graduação,Masculino,Asiático
1728.15,36,Ensino Médio,Feminino,Branco
3921.1,29,Graduação,Feminino,Indígena
8580.49,34,Pós-Graduação,Masculino,Negro
9179.95,35,Graduação,Masculino,Branco
2957.23,43,Ensino Médio,Feminino,Pardo
3671.73,48,Ensino Médio,Feminino,Branco
14853.45,21,Doutorado,Masculino,Negro
6651.88,41,Graduação,Masculino,Branco
2938.97,43,Ensino Médio,Masculino,Branco
3565.94,40,Ensino Médio,Feminino,Branco
6871.21,27,Pós-Graduação,Masculino,Indígena
8378.07,44,Pós-Graduação,Masculino,Pardo
5982.22,44,Graduação,Feminino,Branco
9212.67,49,Pós-Graduação,Masculino,Asiático
6272.01,37,Graduação,Masculino,Negro
6810.54,43,Graduação,Masculino,Asiático
3105.87,46,Ensino Fundamental,Feminino,Pardo
2237.76,40,Ensino Médio,Masculino,Indígena
11193.71,23,Mestrado,Masculino,Branco
2300.34,18,Ensino Médio,Feminino,Pardo
3303.15,30,Ensino Médio,Feminino,Branco
2306.43,19,Ensino Médio,Masculino,Branco
12981.92,43,Mestrado,Masculino,Branco
10570.44,27,Mestrado,Feminino,Negro
4198.81,32,Graduação,Masculino,Negro
8203.67,61,Graduação,Feminino,Negro
13180.98,35,Pós-Graduação,Masculino,Branco
14813.33,54,Doutorado,Masculino,Branco
10260.65,40,Pós-Graduação,Feminino,Asiático
12973.15,22,Mestrado,Feminino,Asiático
6118.55,39,Graduação,Feminino,Branco
1535.04,18,Ensino Fundamental,Feminino,Branco
5598.42,42,Graduação,Masculino,Negro
4679.19,28,Graduação,Feminino,Negro
8242.21,39,Graduação,Masculino,Asiático
2268.62,32,Ensino Fundamental,Masculino,Branco
3428.76,54,Ensino Médio,Masculino,Pardo
5207.84,40,Graduação,Masculino,Branco
14702.91,36,Mestrado,Masculino,Branco
4197.2,34,Graduação,Feminino,Branco
2768.51,42,Ensino Médio,Feminino,Branco
5815.63,35,Graduação,Feminino,Branco
1319.97,18,Ensino Médio,Feminino,Pardo
13202.92,33,Mestrado,Masculino,Branco
9496.23,40,Pós-Graduação,Masculino,Negro
2732.85,30,Ensino Médio,Masculino,Branco
5616.51,42,Graduação,Masculino,Indígena
14022.16,41,Mestrado,Masculino,Branco
4379.55,18,Graduação,Feminino,Branco
7378.17,31,Graduação,Masculino,Negro
11972.48,55,Doutorado,Feminino,Pardo
2179.1,46,Ensino Fundamental,Feminino,Branco
4083.08,47,Ensino Médio,Feminino,Branco
3722.4,51,Ensino Médio,Masculino,Negro
6690.55,37,Graduação,Feminino,Branco
4395.77,33,Graduação,Feminino,Indígena
6088.52,50,Graduação,Feminino,Branco
11276.7,53,Pós-Graduação,Masculino,Branco
3843.74,54,Ensino Médio,Feminino,Branco
3282.4,32,Ensino Médio,Masculino,Negro
4863.0,47,Graduação,Masculino,Branco
2548.57,38,Ensino Médio,Feminino,Asiático
6682.66,48,Graduação,Feminino,Negro
3312.54,38,Ensino Médio,Feminino,Branco
10749.22,39,Mestrado,Feminino,Branco
3685.06,49,Ensino Médio,Feminino,Branco
9814.57,36,Pós-Graduação,Masculino,Negro
1200.0,35,Ensino Médio,Feminino,Branco
4245.9,52,Graduação,Masculino,Indígena
5880.37,44,Graduação,Masculino,Pardo
4188.33,28,Graduação,Feminino,Branco
3284.15,53,Ensino Médio,Masculino,Pardo
4973.38,57,Graduação,Feminino,Negro
2236.69,43,Ensino Fundamental,Feminino,Negro
11620.24,36,Doutorado,Feminino,Branco
6873.18,59,Pós-Graduação,Feminino,Branco
9640.87,58,Pós-Graduação,Masculino,Indígena
3254.58,29,Ensino Médio,Masculino,Branco
10299.97,36,Pós-Graduação,Masculino,Pardo
3235.34,39,Ensino Médio,Masculino,Negro
3808.18,59,Ensino Médio,Feminino,Pardo
3521.35,50,Ensino Fundamental,Masculino,Branco
7466.69,36,Graduação,Masculino,Branco
3875.41,39,Ensino Médio,Masculino,Pardo
3713.45,38,Ensino Médio,Masculino,Branco
5411.01,30,Graduação,Feminino,Branco
3583.73,46,Ensino Médio,Feminino,Negro
2980.34,45,Ensino Médio,Feminino,Indígena
4328.37,47,Ensino Médio,Masculino,Branco
8444.32,42,Graduação,Masculino,Branco
3084.05,26,Ensino Médio,Masculino,Negro
7540.4,32,Graduação,Masculino,Branco
4957.64,40,Graduação,Feminino,Pardo
2982.72,50,Ensino Médio,Feminino,Branco
4891.46,43,Graduação,Masculino,Branco
1385.25,25,Ensino Médio,Feminino,Branco
2039.84,18,Ensino Médio,Feminino,Branco
3018.9,39,Graduação,Masculino,Pardo
3275.47,44,Ensino Médio,Feminino,Branco
3861.77,49,Ensino Médio,Feminino,Branco
12669.32,61,Pós-Graduação,Masculino,Negro
7485.96,53,Graduação,Feminino,Branco
7767.72,47,Graduação,Masculino,Branco
16438.99,33,Doutorado,Feminino,Branco
6679.44,57,Graduação,Feminino,Asiático
6718.67,27,Graduação,Feminino,Asiático
7991.14,53,Graduação,Masculino,Branco
5118.12,62,Graduação,Feminino,Pardo
8364.78,56,Pós-Graduação,Feminino,Branco
3825.72,35,Graduação,Feminino,Asiático
4889.27,20,Graduação,Feminino,Branco
6142.32,31,Graduação,Masculino,Negro
11107.91,40,Doutorado,Feminino,Branco
5693.69,36,Graduação,Feminino,Branco
5380.12,42,Graduação,Feminino,Branco
2050.17,18,Ensino Médio,Masculino,Branco
18428.37,49,Doutorado,Feminino,Asiático
5200.81,32,Graduação,Feminino,Branco
4998.49,39,Graduação,Feminino,Negro
8338.92,34,Pós-Graduação,Masculino,Pardo
2913.38,48,Ensino Médio,Masculino,Pardo
6661.43,33,Pós-Graduação,Masculino,Pardo
3010.72,19,Ensino Médio,Feminino,Branco
11886.12,46,Pós-Graduação,Masculino,Branco
5450.89,20,Graduação,Masculino,Branco
7477.15,37,Pós-Graduação,Masculino,Branco
2790.76,53,Ensino Médio,Feminino,Pardo
6047.86,46,Graduação,Feminino,Branco
7168.35,40,Graduação,Feminino,Branco
6838.76,40,Graduação,Feminino,Branco
6072.08,27,Graduação,Masculino,Pardo
4739.35,44,Graduação,Masculino,Branco
8429.21,45,Graduação,Masculino,Pardo
4295.1,42,Ensino Médio,Feminino,Branco
4371.31,40,Graduação,Feminino,Indígena
3890.98,38,Ensino Médio,Masculino,Branco
8816.84,49,Pós-Graduação,Feminino,Negro
9604.99,32,Pós-Graduação,Feminino,Negro
6654.22,23,Graduação,Masculino,Pardo
3692.53,50,Ensino Médio,Masculino,Branco
8925.65,24,Pós-Graduação,Masculino,Branco
13178.81,31,Doutorado,Feminino,Branco
6950.24,45,Graduação,Masculino,Indígena
3154.96,43,Ensino Médio,Masculino,Negro
2639.15,38,Ensino Médio,Feminino,Branco
6560.9,56,Graduação,Masculino,Negro
12766.48,51,Pós-Graduação,Masculino,Pardo
6040.45,38,Graduação,Feminino,Branco
7075.96,33,Pós-Graduação,Masculino,Indígena
3478.57,43,Ensino Médio,Masculino,Branco
8441.48,42,Graduação,Masculino,Branco
12937.31,54,Doutorado,Feminino,Branco
4466.17,37,Graduação,Masculino,Branco
4675.25,52,Graduação,Masculino,Negro
2010.73,24,Ensino Fundamental,Feminino,Asiático
13797.46,44,Mestrado,Masculino,Negro
1364.18,31,Ensino Médio,Masculino,Negro
4521.33,40,Graduação,Feminino,Indígena
4401.61,37,Graduação,Feminino,Branco
2933.32,26,Graduação,Feminino,Negro
4810.22,31,Graduação,Feminino,Branco
2704.25,34,Ensino Médio,Masculino,Branco
6051.98,60,Graduação,Feminino,Negro
3560.37,33,Graduação,Feminino,Branco
7650.44,18,Pós-Graduação,Masculino,Negro
2509.83,31,Ensino Fundamental,Masculino,Branco
4533.97,18,Graduação,Masculino,Negro
4005.94,27,Graduação,Masculino,Negro
1870.62,18,Ensino Médio,Feminino,Branco
3797.67,32,Ensino Médio,Masculino,Branco
7271.73,44,Graduação,Feminino,Negro
8400.08,35,Pós-Graduação,Masculino,Pardo
4444.21,35,Pós-Graduação,Masculino,Pardo
8187.62,70,Pós-Graduação,Masculino,Branco
7497.86,32,Mestrado,Feminino,Negro
4085.96,42,Ensino Médio,Masculino,Branco
1819.74,41,Ensino Fundamental,Masculino,Pardo
3908.12,43,Ensino Médio,Masculino,Pardo
4262.76,32,Graduação,Feminino,Branco
10290.71,49,Pós-Graduação,Feminino,Branco
10480.07,54,Mestrado,Feminino,Branco
4855.95,40,Ensino Médio,Masculino,Branco
2848.64,53,Ensino Médio,Feminino,Branco
2119.96,46,Ensino Fundamental,Feminino,Negro
6456.8,42,Graduação,Masculino,Branco
3866.15,27,Ensino Médio,Feminino,Branco
6672.86,38,Graduação,Masculino,Pardo
7251.78,51,Graduação,Feminino,Pardo
7909.74,35,Graduação,Masculino,Branco
10364.11,40,Mestrado,Feminino,Branco
15501.05,27,Doutorado,Feminino,Branco
6519.53,44,Graduação,Masculino,Negro
11288.61,45,Mestrado,Masculino,Pardo
4897.83,68,Graduação,Feminino,Negro
7196.36,42,Graduação,Feminino,Pardo
3389.23,43,Ensino Médio,Feminino,Branco
7852.47,38,Graduação,Masculino,Branco
3709.73,38,Ensino Médio,Masculino,Negro
3103.35,36,Ensino Médio,Feminino,Branco
3538.77,56,Ensino Médio,Feminino,Branco
9781.4,33,Pós-Graduação,Feminino,Pardo
8277.44,53,Mestrado,Feminino,Pardo
10135.94,38,Doutorado,Feminino,Negro
2948.82,29,Ensino Médio,Masculino,Branco
9048.41,33,Mestrado,Feminino,Branco
5311.51,31,Graduação,Feminino,Branco
6610.07,33,Pós-Graduação,Feminino,Branco
6664.44,25,Graduação,Masculino,Negro
4117.14,31,Graduação,Feminino,Branco
5934.83,18,Graduação,Masculino,Branco
2930.67,41,Ensino Fundamental,Masculino,Branco
9255.84,33,Mestrado,Masculino,Negro
2398.15,37,Ensino Médio,Feminino,Branco
6158.35,30,Graduação,Masculino,Branco
19162.38,56,Doutorado,Feminino,Branco
3681.65,18,Pós-Graduação,Masculino,Branco
3867.12,51,Ensino Médio,Masculino,Branco
6839.76,21,Doutorado,Feminino,Branco
14877.78,31,Doutorado,Masculino,Branco
4076.55,44,Graduação,Feminino,Negro
11421.94,63,Pós-Graduação,Masculino,Branco
7168.32,49,Graduação,Feminino,Branco
6884.51,18,Pós-Graduação,Feminino,Pardo
2485.82,44,Ensino Médio,Masculino,Indígena
5416.14,30,Graduação,Feminino,Negro
9108.02,68,Pós-Graduação,Feminino,Pardo
2879.0,43,Ensino Médio,Feminino,Branco
2428.51,51,Ensino Fundamental,Feminino,Asiático
15261.86,29,Doutorado,Masculino,Indígena
3685.04,28,Ensino Médio,Feminino,Branco
5405.84,39,Pós-Graduação,Feminino,Branco
2649.58,30,Ensino Médio,Feminino,Branco
2666.03,43,Ensino Médio,Feminino,Pardo
5883.3,34,Graduação,Feminino,Negro
5602.2,39,Pós-Graduação,Feminino,Branco
4059.08,51,Graduação,Masculino,Negro
6122.26,40,Graduação,Feminino,Pardo
3617.89,36,Ensino Médio,Masculino,Branco
11386.54,31,Mestrado,Masculino,Branco
5679.77,33,Graduação,Masculino,Branco
3611.87,48,Ensino Médio,Feminino,Branco
1624.05,38,Ensino Médio,Feminino,Pardo
2219.33,28,Ensino Médio,Feminino,Branco
2556.47,35,Ensino Fundamental,Masculino,Negro
3115.3,49,Ensino Médio,Masculino,Negro
13327.86,36,Mestrado,Feminino,Branco
4377.04,18,Graduação,Feminino,Branco
6029.42,50,Graduação,Feminino,Negro
11068.01,37,Mestrado,Masculino,Negro
8095.86,49,Graduação,Feminino,Branco
4638.7,35,Pós-Graduação,Feminino,Branco
3295.54,45,Ensino Médio,Feminino,Negro
3120.79,46,Ensino Médio,Feminino,Pardo
2111.66,31,Ensino Médio,Masculino,Negro
9752.13,24,Pós-Graduação,Masculino,Pardo
2435.76,26,Ensino Médio,Masculino,Branco
4214.97,42,Graduação,Feminino,Asiático
9654.63,38,Mestrado,Feminino,Negro
7318.8,39,Graduação,Feminino,Branco
7281.88,45,Graduação,Feminino,Negro
2920.32,36,Ensino Médio,Feminino,Branco
2804.61,34,Ensino Médio,Feminino,Pardo
2892.45,30,Ensino Médio,Masculino,Pardo
7141.74,44,Graduação,Masculino,Asiático
11671.11,60,Pós-Graduação,Masculino,Branco
2638.26,33,Ensino Médio,Feminino,Branco
9730.66,45,Pós-Graduação,Masculino,Branco
5371.87,55,Ensino Médio,Masculino,Branco
3818.2,31,Graduação,Masculino,Pardo
3614.35,61,Ensino Fundamental,Feminino,Branco
2923.44,28,Ensino Médio,Masculino,Negro
13535.52,46,Mestrado,Masculino,Negro
6244.13,26,Graduação,Masculino,Branco
2371.36,46,Ensino Fundamental,Masculino,Negro
5131.85,32,Graduação,Feminino,Negro
1984.71,18,Ensino Médio,Masculino,Branco
6848.43,56,Graduação,Feminino,Branco
3403.82,42,Ensino Médio,Feminino,Branco
8201.34,33,Pós-Graduação,Feminino,Branco
5380.31,37,Graduação,Masculino,Asiático
3025.69,37,Ensino Médio,Feminino,Branco
3717.23,35,Ensino Médio,Masculino,Pardo
4308.77,35,Pós-Graduação,Masculino,Negro
7650.19,38,Graduação,Masculino,Branco
7495.73,63,Graduação,Feminino,Negro
2763.86,18,Ensino Médio,Masculino,Branco
5382.12,18,Graduação,Masculino,Pardo
4476.98,45,Graduação,Feminino,Indígena
10777.94,18,Pós-Graduação,Feminino,Branco
4529.73,33,Graduação,Feminino,Negro
6729.29,30,Pós-Graduação,Feminino,Pardo
9214.94,39,Graduação,Feminino,Branco
6277.26,32,Graduação,Feminino,Indígena
5811.87,38,Graduação,Feminino,Branco
1736.87,30,Ensino Fundamental,Masculino,Negro
1783.11,24,Ensino Médio,Masculino,Indígena
3708.29,36,Ensino Médio,Feminino,Branco
3130.8,46,Ensino Médio,Feminino,Indígena
2312.08,47,Ensino Fundamental,Feminino,Branco
6609.34,42,Graduação,Feminino,Branco
2541.22,55,Ensino Médio,Feminino,Negro
1682.16,41,Ensino Fundamental,Feminino,Pardo
6341.22,49,Graduação,Masculino,Negro
5655.43,36,Graduação,Feminino,Branco
5274.77,45,Graduação,Feminino,Branco
4522.93,63,Ensino Médio,Feminino,Branco
4322.86,42,Graduação,Masculino,Negro
6984.79,54,Graduação,Feminino,Branco
5961.6,40,Graduação,Masculino,Branco
2305.07,24,Ensino Médio,Feminino,Branco
12572.28,41,Mestrado,Masculino,Branco
7366.63,46,Graduação,Feminino,Branco
8338.63,50,Mestrado,Feminino,Pardo
12868.08,31,Mestrado,Feminino,Branco
6667.51,70,Graduação,Feminino,Negro
5062.5,52,Ensino Médio,Masculino,Branco
4129.12,55,Ensino Médio,Feminino,Branco
12893.07,50,Pós-Graduação,Masculino,Negro
2321.35,29,Ensino Médio,Masculino,Negro
8103.86,34,Pós-Graduação,Masculino,Branco
5781.61,46,Graduação,Masculino,Negro
5342.56,18,Graduação,Feminino,Negro
4313.25,34,Graduação,Masculino,Branco
10921.5,33,Doutorado,Feminino,Branco
7720.48,47,Graduação,Masculino,Asiático
5742.22,28,Graduação,Masculino,Branco
5599.67,64,Ensino Médio,Masculino,Branco
11175.78,70,Mestrado,Feminino,Branco
10405.11,45,Mestrado,Feminino,Branco
2656.07,54,Ensino Fundamental,Feminino,Negro
6126.75,45,Graduação,Feminino,Branco
4420.82,33,Graduação,Feminino,Pardo
13143.64,28,Mestrado,Masculino,Branco
3980.5,44,Ensino Médio,Feminino,Negro
12681.18,31,Mestrado,Masculino,Branco
6709.19,52,Graduação,Feminino,Pardo
2589.62,32,Ensino Médio,Masculino,Branco
3347.85,42,Ensino Médio,Masculino,Branco
8730.46,29,Mestrado,Masculino,Pardo
2141.16,28,Ensino Fundamental,Masculino,Pardo
8747.96,57,Pós-Graduação,Feminino,Branco
4507.13,34,Graduação,Feminino,Asiático
2042.91,35,Ensino Fundamental,Feminino,Branco
9848.0,32,Pós-Graduação,Masculino,Branco
3002.59,33,Ensino Médio,Feminino,Branco
10127.42,38,Pós-Graduação,Feminino,Branco
8189.18,18,Pós-Graduação,Masculino,Branco
4324.24,49,Ensino Médio,Feminino,Negro
1705.29,44,Ensino Médio,Feminino,Pardo
2322.11,50,Ensino Médio,Masculino,Branco
6116.83,55,Graduação,Masculino,Pardo
1220.88,41,Ensino Fundamental,Masculino,Branco
3622.33,41,Ensino Médio,Masculino,Negro
8160.8,47,Graduação,Masculino,Branco
6072.88,24,Pós-Graduação,Feminino,Branco
5172.55,35,Graduação,Feminino,Pardo
7800.48,51,Graduação,Masculino,Branco
6147.63,50,Graduação,Masculino,Branco
3680.78,66,Ensino Médio,Feminino,Pardo
10113.01,39,Mestrado,Masculino,Negro
4036.66,54,Ensino Médio,Feminino,Indígena
12106.06,39,Mestrado,Feminino,Negro
8046.57,26,Pós-Graduação,Feminino,Branco
4742.4,42,Graduação,Masculino,Branco
6555.3,37,Graduação,Masculino,Branco
10595.98,34,Mestrado,Masculino,Pardo
1963.7,27,Ensino Fundamental,Masculino,Negro
4973.05,36,Graduação,Masculino,Branco
6900.15,29,Graduação,Masculino,Asiático
4780.15,63,Ensino Médio,Masculino,Branco
11025.47,50,Graduação,Masculino,Branco
7797.46,25,Pós-Graduação,Feminino,Branco
13300.72,32,Doutorado,Feminino,Pardo
8649.84,35,Mestrado,Feminino,Negro
2816.06,37,Ensino Médio,Masculino,Negro
7033.43,29,Graduação,Masculino,Branco
8400.17,38,Pós-Graduação,Masculino,Branco
2731.36,52,Graduação,Masculino,Indígena
12130.2,35,Mestrado,Masculino,Branco
6361.86,25,Pós-Graduação,Masculino,Branco
7119.65,18,Graduação,Masculino,Negro
6141.39,18,Graduação,Masculino,Branco
8780.98,43,Graduação,Masculino,Branco
3636.12,41,Ensino Médio,Feminino,Negro
12278.45,37,Pós-Graduação,Masculino,Branco
12754.33,33,Pós-Graduação,Masculino,Branco
5923.39,34,Graduação,Feminino,Branco
11010.06,43,Mestrado,Masculino,Branco
4840.3,32,Graduação,Feminino,Pardo
6876.38,40,Pós-Graduação,Feminino,Branco
7372.77,36,Graduação,Feminino,Branco
5773.27,41,Graduação,Masculino,Negro
6725.1,18,Pós-Graduação,Feminino,Indígena
3804.84,49,Ensino Médio,Masculino,Branco
11184.94,43,Pós-Graduação,Masculino,Pardo
6134.59,34,Graduação,Feminino,Branco
3391.63,36,Ensino Fundamental,Masculino,Branco
3849.84,46,Graduação,Masculino,Negro
8985.67,38,Mestrado,Feminino,Negro
5821.11,47,Graduação,Feminino,Pardo
2594.41,41,Ensino Médio,Feminino,Branco
3897.05,51,Ensino Médio,Feminino,Branco
5160.19,28,Graduação,Masculino,Branco
4426.33,41,Pós-Graduação,Feminino,Branco
7688.17,18,Graduação,Feminino,Branco
7586.23,28,Graduação,Masculino,Branco
6280.71,23,Graduação,Masculino,Branco
6034.48,38,Graduação,Feminino,Branco
2055.5,35,Ensino Médio,Feminino,Branco
